price,area,price_per_m2,location,bedroom,bathroom
8 tỷ,80 m²,100 tr/m²,"Cầu Giấy, Hà Nội",3,2
"13,2 tỷ",325 m²,"40,62 tr/m²","Thuận An, Bình Dương",,
Giá thỏa thuận,65 m²,,"Văn Giang, Hưng Yên",,
"6,3 tỷ",116 m²,"54,31 tr/m²","Hà Đông, Hà Nội",3,2
"18,08 tỷ",160 m²,113 tr/m²,"Quận 2, Hồ Chí Minh",,
4 tỷ,74 m²,"54,05 tr/m²","Quận 2, Hồ Chí Minh",2,2
"2,15 tỷ",43 m²,50 tr/m²,"Gia Lâm, Hà Nội",1,1
"4,68 tỷ",38 m²,"123,16 tr/m²","Gò Vấp, Hồ Chí Minh",2,2
4 tỷ,65 m²,"61,54 tr/m²","Nam Từ Liêm, Hà Nội",2,2
27 tỷ,132 m²,"204,54 tr/m²","Hoài Đức, Hà Nội",,
"5,75 tỷ",98 m²,"58,67 tr/m²","Thủ Đức, Hồ Chí Minh",,
Giá thỏa thuận,56 m²,,"Quận 3, Hồ Chí Minh",4,4
"19,5 tỷ",121 m²,"161,16 tr/m²","Quận 1, Hồ Chí Minh",3,2
Giá thỏa thuận,65 m²,,"Quận 3, Hồ Chí Minh",6,7
"3,9 tỷ",80 m²,"48,75 tr/m²","Văn Giang, Hưng Yên",2,2
"14,3 tỷ",91 m²,"157,14 tr/m²","Cầu Giấy, Hà Nội",,
"3,4 tỷ","36,3 m²","93,66 tr/m²","Tân Bình, Hồ Chí Minh",2,2
"1,92 tỷ",80 m²,24 tr/m²,"Bến Cát, Bình Dương",,
"6,1 tỷ",369 m²,"16,53 tr/m²","Thanh Thủy, Phú Thọ",4,4
"5,4 tỷ",135 m²,40 tr/m²,"Hà Đông, Hà Nội",3,2
Giá thỏa thuận,56 m²,,"Tân Bình, Hồ Chí Minh",4,3
"3,3 tỷ",60 m²,55 tr/m²,"Bình Chánh, Hồ Chí Minh",2,
"5,5 tỷ",27 m²,"203,7 tr/m²","Bình Tân, Hồ Chí Minh",,
"4,1 tỷ",35 m²,"117,14 tr/m²","Bắc Từ Liêm, Hà Nội",3,3
Giá thỏa thuận,"123,08 m²",,"Ba Đình, Hà Nội",3,2
"3,31 tỷ","59,1 m²",56 tr/m²,"Gia Lâm, Hà Nội",2,1
"4,5 tỷ",85 m²,"52,94 tr/m²","Tân Phú, Hồ Chí Minh",2,2
"5,8 tỷ","82,9 m²","69,96 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"2,65 tỷ",43 m²,"61,63 tr/m²","Nam Từ Liêm, Hà Nội",1,1
"7,7 tỷ",82 m²,"93,9 tr/m²","Hà Đông, Hà Nội",2,2
Giá thỏa thuận,100 m²,,"Hoàng Mai, Hà Nội",,
"4,68 tỷ",31 m²,"150,97 tr/m²","Hai Bà Trưng, Hà Nội",5,4
Giá thỏa thuận,64 m²,,"Liên Chiểu, Đà Nẵng",2,2
Giá thỏa thuận,64 m²,,"Sơn Trà, Đà Nẵng",2,2
"3,25 tỷ",75 m²,"43,33 tr/m²","Quận 2, Hồ Chí Minh",2,2
"1,8 tỷ",55 m²,"32,73 tr/m²","Phú Mỹ, Bà Rịa Vũng Tàu",2,2
"1,4 tỷ",41 m²,"34,15 tr/m²","Phú Mỹ, Bà Rịa Vũng Tàu",2,2
13 tỷ,81 m²,"160,49 tr/m²","Thủ Đức, Hồ Chí Minh",3,
Giá thỏa thuận,66 m²,,"Hoài Đức, Hà Nội",2,2
"14,6 tỷ",133 m²,"109,77 tr/m²","Quận 9, Hồ Chí Minh",,
"6,2 tỷ",72 m²,"86,11 tr/m²","Bình Tân, Hồ Chí Minh",5,6
"3,58 tỷ","1.770,92 m²","2,02 tr/m²","Bình Long, Bình Phước",,
"10,3 tỷ",116 m²,"88,79 tr/m²","Cầu Giấy, Hà Nội",3,2
70 tỷ,"317,2 m²","220,68 tr/m²","Ba Đình, Hà Nội",,
"4,29 tỷ",51 m²,"84,12 tr/m²","Quận 2, Hồ Chí Minh",2,2
"1,6 tỷ",1.036 m²,"1,54 tr/m²","Bảo Lộc, Lâm Đồng",,
Giá thỏa thuận,"40,5 m²",,"Gia Lâm, Hà Nội",1,
Giá thỏa thuận,62 m²,,"Quận 5, Hồ Chí Minh",3,3
"2,6 tỷ",68 m²,"38,24 tr/m²","Quận 7, Hồ Chí Minh",2,2
"8,4 tỷ",43 m²,"195,35 tr/m²","Quận 3, Hồ Chí Minh",3,3
"7,55 tỷ",125 m²,"60,4 tr/m²","Văn Giang, Hưng Yên",3,4
3 tỷ,65 m²,"46,15 tr/m²","Quận 9, Hồ Chí Minh",2,2
"3,2 tỷ",60 m²,"53,33 tr/m²","Quận 8, Hồ Chí Minh",2,1
Giá thỏa thuận,69 m²,,"Phú Nhuận, Hồ Chí Minh",4,5
"1,23 tỷ",40 m²,"30,75 tr/m²","Dĩ An, Bình Dương",1,1
500 triệu,115 m²,"4,35 tr/m²","Cần Đước, Long An",,
"5,65 tỷ","107,5 m²","52,56 tr/m²","Cẩm Lệ, Đà Nẵng",2,1
Giá thỏa thuận,59 m²,,"Quận 9, Hồ Chí Minh",2,2
Giá thỏa thuận,53 m²,,"Phú Nhuận, Hồ Chí Minh",4,3
"12,5 tỷ",250 m²,50 tr/m²,"Thạch Thất, Hà Nội",4,4
Giá thỏa thuận,80 m²,,"Hải Châu, Đà Nẵng",2,2
"10,8 tỷ",94 m²,"114,89 tr/m²","Quận 2, Hồ Chí Minh",2,2
6 tỷ,109 m²,55 tr/m²,"Cầu Giấy, Hà Nội",3,2
"7,45 tỷ","62,5 m²","119,2 tr/m²","Văn Giang, Hưng Yên",4,4
"7,65 tỷ",33 m²,"231,82 tr/m²","Cầu Giấy, Hà Nội",3,
"2,92 tỷ",68 m²,"42,94 tr/m²","Tân Phú, Hồ Chí Minh",2,2
"8,58 tỷ",50 m²,"171,58 tr/m²","Tân Bình, Hồ Chí Minh",,
"9,2 tỷ",25 m²,368 tr/m²,"Quận 3, Hồ Chí Minh",4,4
"4,31 tỷ",90 m²,"47,9 tr/m²","Mỹ Hào, Hưng Yên",5,6
"11,5 tỷ",95 m²,"121,05 tr/m²","Quận 2, Hồ Chí Minh",2,2
"2,5 tỷ",73 m²,"34,25 tr/m²","Dĩ An, Bình Dương",2,2
Giá thỏa thuận,"73,2 m²",,"Lê Chân, Hải Phòng",2,2
"5,8 tỷ",151 m²,"38,41 tr/m²","Quận 8, Hồ Chí Minh",4,3
"4,1 tỷ",74 m²,"55,4 tr/m²","Quận 9, Hồ Chí Minh",2,2
"136,4 tỷ",341 m²,400 tr/m²,"Tây Hồ, Hà Nội",5,4
"3,45 tỷ",60 m²,"57,5 tr/m²","Hoàng Mai, Hà Nội",2,1
2 tỷ,67 m²,"29,84 tr/m²","Dĩ An, Bình Dương",2,2
"1,85 tỷ",168 m²,11 tr/m²,"Yên Thủy, Hòa Bình",,
15 tỷ,170 m²,"88,24 tr/m²","Nam Từ Liêm, Hà Nội",3,
"7,7 tỷ",109 m²,"70,64 tr/m²","Nam Từ Liêm, Hà Nội",2,2
Giá thỏa thuận,70 m²,,"Quận 9, Hồ Chí Minh",2,
"22,8 tỷ",200 m²,114 tr/m²,"Gò Vấp, Hồ Chí Minh",35,35
"1,72 tỷ",68 m²,"25,29 tr/m²","Dĩ An, Bình Dương",2,2
13 tỷ,100 m²,130 tr/m²,"Hoài Đức, Hà Nội",,
"2,45 tỷ",43 m²,"56,98 tr/m²","Nam Từ Liêm, Hà Nội",2,1
25 tỷ,150 m²,"166,66 tr/m²","Quận 2, Hồ Chí Minh",4,3
"18,5 tỷ",78 m²,"237,18 tr/m²","Ba Đình, Hà Nội",13,13
"16,5 tỷ",80 m²,"206,25 tr/m²","Ba Đình, Hà Nội",14,14
"16,5 tỷ",70 m²,"235,71 tr/m²","Ba Đình, Hà Nội",15,15
"5,6 tỷ",80 m²,70 tr/m²,"Móng Cái, Quảng Ninh",4,4
Giá thỏa thuận,63 m²,,"Gia Lâm, Hà Nội",2,2
"1,85 tỷ",168 m²,11 tr/m²,"Yên Thủy, Hòa Bình",,
"3,45 tỷ",57 m²,"60,53 tr/m²","Hải Châu, Đà Nẵng",2,2
64 tỷ,"138,1 m²","463,43 tr/m²","Hoàng Mai, Hà Nội",,
"13,6 tỷ",68 m²,200 tr/m²,"Tây Hồ, Hà Nội",9,5
16 tỷ,97 m²,"164,95 tr/m²","Tây Hồ, Hà Nội",8,8
"6,2 tỷ",106 m²,"58,49 tr/m²","Quận 7, Hồ Chí Minh",2,2
47 tỷ,51 m²,"921,57 tr/m²","Hoàn Kiếm, Hà Nội",,
Giá thỏa thuận,70 m²,,"Nam Từ Liêm, Hà Nội",2,
Giá thỏa thuận,120 m²,,"Văn Giang, Hưng Yên",,
450 triệu,1.025 m²,"439,02 nghìn/m²","Phú Riềng, Bình Phước",,
Giá thỏa thuận,105 m²,,"Kim Bảng, Hà Nam",,
6 tỷ,103 m²,"58,25 tr/m²","Ngũ Hành Sơn, Đà Nẵng",2,2
"19,8 tỷ",80 m²,"247,5 tr/m²","Cầu Giấy, Hà Nội",,
Giá thỏa thuận,120 m²,,"Văn Giang, Hưng Yên",,
"1,7 tỷ",65 m²,"26,15 tr/m²","Thuận An, Bình Dương",2,2
"2,5 tỷ",118 m²,"21,19 tr/m²","Quốc Oai, Hà Nội",,
"6,1 tỷ",303 m²,"20,13 tr/m²","Thanh Thủy, Phú Thọ",3,3
21 tỷ,"168,8 m²","124,41 tr/m²","Bắc Từ Liêm, Hà Nội",3,2
"3,84 tỷ",280 m²,"13,7 tr/m²","Thanh Liêm, Hà Nam",,
"5,5 tỷ",45 m²,"122,22 tr/m²","Bình Thạnh, Hồ Chí Minh",3,3
"15,5 tỷ",311 m²,"49,84 tr/m²","Nhơn Trạch, Đồng Nai",4,3
"1,8 tỷ",49 m²,"36,74 tr/m²","Phú Mỹ, Bà Rịa Vũng Tàu",1,1
"7,25 tỷ",54 m²,"134,26 tr/m²","Văn Giang, Hưng Yên",,
Giá thỏa thuận,100 m²,,"Bắc Từ Liêm, Hà Nội",3,2
8 tỷ,98 m²,"81,63 tr/m²","Tân Bình, Hồ Chí Minh",3,2
"7,6 tỷ",33 m²,"230,3 tr/m²","Bắc Từ Liêm, Hà Nội",3,5
800 triệu,160 m²,5 tr/m²,"Bảo Lâm, Lâm Đồng",,
"5,04 tỷ",74 m²,"68,07 tr/m²","Hoàng Mai, Hà Nội",2,2
45 tỷ,126 m²,"357,14 tr/m²","Tây Hồ, Hà Nội",,
"5,4 tỷ",91 m²,"59,34 tr/m²","Quận 9, Hồ Chí Minh",3,2
238 tỷ,345 m²,"689,86 tr/m²","Hoàn Kiếm, Hà Nội",,
"4,71 tỷ","102,89 m²","45,8 tr/m²","Mê Linh, Hà Nội",,
"13,5 tỷ",70 m²,"192,86 tr/m²","Gia Lâm, Hà Nội",,
"3,98 tỷ",20 m²,199 tr/m²,"Quận 10, Hồ Chí Minh",3,3
Giá thỏa thuận,144 m²,,"Cầu Giấy, Hà Nội",3,2
Giá thỏa thuận,193 m²,,"Quận 1, Hồ Chí Minh",,
"41,5 tỷ",60 m²,"691,67 tr/m²","Tây Hồ, Hà Nội",4,4
Giá thỏa thuận,66 m²,,"Liên Chiểu, Đà Nẵng",2,2
45 tỷ,126 m²,"357,14 tr/m²","Tây Hồ, Hà Nội",,
"4,8 tỷ","30,3 m²","158,42 tr/m²","Long Biên, Hà Nội",4,3
"2,58 tỷ",66 m²,"39,09 tr/m²","Bình Tân, Hồ Chí Minh",2,2
"4,46 tỷ",80 m²,"55,71 tr/m²","Quận 9, Hồ Chí Minh",2,2
"10,8 tỷ",48 m²,225 tr/m²,"Thanh Xuân, Hà Nội",5,4
"3,5 tỷ",40 m²,"87,5 tr/m²","Quận 7, Hồ Chí Minh",2,3
Giá thỏa thuận,"62,4 m²",,"Mỹ Hào, Hưng Yên",,
Giá thỏa thuận,80 m²,,"Đông Anh, Hà Nội",3,3
12 tỷ,43 m²,"279,07 tr/m²","Nam Từ Liêm, Hà Nội",1,1
Giá thỏa thuận,"66,4 m²",,"Thanh Hóa, Thanh Hóa",2,
"4,8 tỷ",60 m²,80 tr/m²,"Móng Cái, Quảng Ninh",4,4
"12,1 tỷ",109 m²,"111,01 tr/m²","Bình Thạnh, Hồ Chí Minh",3,2
"7,6 tỷ",35 m²,"217,14 tr/m²","Đống Đa, Hà Nội",4,
"4,36 tỷ","360,4 m²","12,09 tr/m²","Ba Vì, Hà Nội",,
"9,3 tỷ",90 m²,"103,33 tr/m²","Hà Đông, Hà Nội",3,2
Giá thỏa thuận,132 m²,,"Thanh Thủy, Phú Thọ",,
Giá thỏa thuận,47 m²,,"Quận 1, Hồ Chí Minh",1,1
"5,6 tỷ",76 m²,"73,68 tr/m²","Tây Hồ, Hà Nội",1,2
Giá thỏa thuận,300 m²,,"Bến Lức, Long An",4,4
"4,2 tỷ",80 m²,"52,5 tr/m²","Hoài Đức, Hà Nội",2,2
"2,28 tỷ",69 m²,"33,04 tr/m²","Thủ Dầu Một, Bình Dương",2,2
3 tỷ,63 m²,"47,62 tr/m²","Nam Từ Liêm, Hà Nội",2,2
Giá thỏa thuận,23 m²,,"Tây Hồ, Hà Nội",3,2
"1,7 tỷ",68 m²,25 tr/m²,"Phủ Lý, Hà Nam",3,1
Giá thỏa thuận,83 m²,,"Hoài Đức, Hà Nội",2,2
"8,4 tỷ",104 m²,"80,77 tr/m²","Thanh Xuân, Hà Nội",,
"1,17 tỷ",35 m²,"33,51 tr/m²","Việt Trì, Phú Thọ",1,1
"4,8 tỷ",77 m²,"62,34 tr/m²","Quận 7, Hồ Chí Minh",2,2
60 tỷ,300 m²,200 tr/m²,"Gia Lâm, Hà Nội",,
"1,28 tỷ",130 m²,"9,85 tr/m²","Thủy Nguyên, Hải Phòng",,
"6,65 tỷ","76,5 m²","86,93 tr/m²","Tây Hồ, Hà Nội",2,2
"12,6 tỷ",60 m²,210 tr/m²,"Ba Đình, Hà Nội",6,3
9 tỷ,100 m²,90 tr/m²,"Nam Từ Liêm, Hà Nội",3,2
"6,5 tỷ",133 m²,"48,87 tr/m²","Phan Thiết, Bình Thuận",,
49 tỷ,170 m²,"288,24 tr/m²","Bắc Từ Liêm, Hà Nội",6,8
"4,8 tỷ",70 m²,"68,57 tr/m²","Kiến An, Hải Phòng",,
Giá thỏa thuận,100 m²,,"Hoài Đức, Hà Nội",,
"2,4 tỷ",55 m²,"43,64 tr/m²","Nhà Bè, Hồ Chí Minh",2,1
Giá thỏa thuận,54 m²,,"Gia Lâm, Hà Nội",2,2
Giá thỏa thuận,560 m²,,"Quận 7, Hồ Chí Minh",193,195
Giá thỏa thuận,67 m²,,"Liên Chiểu, Đà Nẵng",2,2
Giá thỏa thuận,76 m²,,"Thái Nguyên, Thái Nguyên",2,2
11 tỷ,129 m²,"85,27 tr/m²","Thanh Xuân, Hà Nội",3,2
"9,1 tỷ","32,2 m²","282,61 tr/m²","Đống Đa, Hà Nội",1,1
"11,08 tỷ","461,7 m²",24 tr/m²,"Thạch Thất, Hà Nội",,
"9,9 tỷ",60 m²,165 tr/m²,"Ba Đình, Hà Nội",,
"3,5 tỷ","62,4 m²","56,09 tr/m²","Gia Lâm, Hà Nội",2,2
"1,95 tỷ",74 m²,"26,35 tr/m²","Thuận An, Bình Dương",2,2
"6,5 tỷ",120 m²,"54,17 tr/m²","Bình Chánh, Hồ Chí Minh",,
"7,7 tỷ","87,8 m²","87,7 tr/m²","Sơn Trà, Đà Nẵng",,
13 tỷ,320 m²,"40,62 tr/m²","Bình Chánh, Hồ Chí Minh",,
"6,3 tỷ",120 m²,"52,5 tr/m²","Cam Ranh, Khánh Hòa",3,
5 tỷ,75 m²,"66,67 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"1,95 tỷ",37 m²,"52,7 tr/m²","Quận 7, Hồ Chí Minh",,
"3,9 tỷ",24 m²,"162,5 tr/m²","Đống Đa, Hà Nội",3,
Giá thỏa thuận,47 m²,,"Quận 1, Hồ Chí Minh",2,1
13 tỷ,100 m²,130 tr/m²,"Sơn Trà, Đà Nẵng",3,2
"3,7 tỷ",50 m²,74 tr/m²,"Hải Châu, Đà Nẵng",1,2
"3,1 tỷ",76 m²,"40,79 tr/m²","Vũng Tàu, Bà Rịa Vũng Tàu",2,2
34 tỷ,377 m²,"90,19 tr/m²","Nam Từ Liêm, Hà Nội",4,5
"38,34 tỷ",270 m²,142 tr/m²,"Hoài Đức, Hà Nội",,
"6,5 tỷ",91 m²,"71,43 tr/m²","Nam Từ Liêm, Hà Nội",3,2
3 tỷ,51 m²,"58,82 tr/m²","Bình Tân, Hồ Chí Minh",1,1
"7,2 tỷ",130 m²,"55,38 tr/m²","Thủ Đức, Hồ Chí Minh",3,
"1,35 tỷ",180 m²,"7,5 tr/m²","Vĩnh Cửu, Đồng Nai",,
"20,5 tỷ",435 m²,"47,13 tr/m²","Hạ Long, Quảng Ninh",,
10 tỷ,135 m²,"74,07 tr/m²","Nam Từ Liêm, Hà Nội",3,2
"5,1 tỷ",70 m²,"72,8 tr/m²","Tân Bình, Hồ Chí Minh",,
85 tỷ,"581,8 m²","146,1 tr/m²","Hải Châu, Đà Nẵng",40,40
Giá thỏa thuận,557 m²,,"Quận 7, Hồ Chí Minh",,
Giá thỏa thuận,60 m²,,"Liên Chiểu, Đà Nẵng",2,2
815 triệu,90 m²,"9,06 tr/m²","Đức Hòa, Long An",,
"5,9 tỷ",56 m²,"105,36 tr/m²","Quận 12, Hồ Chí Minh",4,5
"3,6 tỷ",33 m²,"109,09 tr/m²","Hà Đông, Hà Nội",4,3
"9,75 tỷ",70 m²,"139,29 tr/m²","Văn Giang, Hưng Yên",7,4
5 tỷ,95 m²,"52,63 tr/m²","Hà Đông, Hà Nội",3,2
Giá thỏa thuận,"63,3 m²",,"Liên Chiểu, Đà Nẵng",2,2
Giá thỏa thuận,103 m²,,"Cầu Giấy, Hà Nội",3,2
"6,5 tỷ","78,2 m²","83,12 tr/m²","Cầu Giấy, Hà Nội",3,3
"13,8 tỷ",51 m²,"270,59 tr/m²","Nam Từ Liêm, Hà Nội",7,8
3 tỷ,43 m²,"69,77 tr/m²","Nam Từ Liêm, Hà Nội",1,1
Giá thỏa thuận,48 m²,,"Gia Lâm, Hà Nội",1,1
"1,9 tỷ",50 m²,38 tr/m²,"Nhà Bè, Hồ Chí Minh",1,1
"4,9 tỷ",70 m²,70 tr/m²,"Quận 10, Hồ Chí Minh",,2
"31,5 tỷ",62 m²,"508,06 tr/m²","Cầu Giấy, Hà Nội",1,1
"8,35 tỷ",75 m²,"111,33 tr/m²","Quận 9, Hồ Chí Minh",4,4
"2,97 tỷ",135 m²,22 tr/m²,"Phổ Yên, Thái Nguyên",,
"19,99 tỷ",4.165 m²,"4,8 tr/m²","Hóc Môn, Hồ Chí Minh",,
"4,3 tỷ",68 m²,"63,24 tr/m²","Gia Lâm, Hà Nội",2,2
"19,3 tỷ",59 m²,"327,12 tr/m²","Đống Đa, Hà Nội",6,6
"191,96 tỷ","1.745,1 m²",110 tr/m²,"Nam Từ Liêm, Hà Nội",,
"6,5 tỷ",108 m²,"60,18 tr/m²","Hai Bà Trưng, Hà Nội",3,2
"10,3 tỷ",50 m²,206 tr/m²,"Hà Đông, Hà Nội",,
"3,5 tỷ","76,5 m²","45,75 tr/m²","Thuận An, Bình Dương",3,3
4 tỷ,138 m²,"28,99 tr/m²","Phổ Yên, Thái Nguyên",,
63 tỷ,216 m²,"291,67 tr/m²","Hà Đông, Hà Nội",,
12 tỷ,70 m²,"171,43 tr/m²","Gò Vấp, Hồ Chí Minh",,
"1,91 tỷ",52 m²,"36,8 tr/m²","Thuận An, Bình Dương",,
"3,9 tỷ",80 m²,"48,75 tr/m²","Thủ Đức, Hồ Chí Minh",2,2
"3,85 tỷ",19 m²,"202,63 tr/m²","Hai Bà Trưng, Hà Nội",3,
"5,35 tỷ",97 m²,"55,16 tr/m²","Hà Đông, Hà Nội",2,2
165 tỷ,225 m²,"733,33 tr/m²","Quận 1, Hồ Chí Minh",6,5
"5,5 tỷ",105 m²,"52,38 tr/m²","Nhà Bè, Hồ Chí Minh",3,2
"7,06 tỷ",126 m²,56 tr/m²,"Quận 9, Hồ Chí Minh",,
"23,3 tỷ",45 m²,"517,78 tr/m²","Cầu Giấy, Hà Nội",,
"5,6 tỷ",111 m²,"50,45 tr/m²","Biên Hòa, Đồng Nai",4,3
"3,9 tỷ",61 m²,"63,93 tr/m²","Nam Từ Liêm, Hà Nội",2,2
13 tỷ,100 m²,130 tr/m²,"Văn Giang, Hưng Yên",,
"19,5 tỷ",100 m²,195 tr/m²,"Nam Từ Liêm, Hà Nội",,
12 tỷ,111 m²,"108,11 tr/m²","Tây Hồ, Hà Nội",3,3
"3,15 tỷ",75 m²,42 tr/m²,"Ninh Hải, Ninh Thuận",,
"6,5 tỷ",77 m²,"84,42 tr/m²","Cầu Giấy, Hà Nội",2,2
"12,2 tỷ",95 m²,"128,42 tr/m²","Nam Từ Liêm, Hà Nội",,
"4,35 tỷ",80 m²,"54,38 tr/m²","Hoàng Mai, Hà Nội",3,2
"3,1 tỷ",55 m²,"56,36 tr/m²","Bình Chánh, Hồ Chí Minh",2,2
"3,1 tỷ","30,4 m²","101,97 tr/m²","Hoài Đức, Hà Nội",3,4
"9,2 tỷ",150 m²,"61,33 tr/m²","Văn Giang, Hưng Yên",4,3
4 tỷ,52 m²,"76,92 tr/m²","Liên Chiểu, Đà Nẵng",2,2
5 tỷ,74 m²,"67,57 tr/m²","Nhà Bè, Hồ Chí Minh",2,2
40 tỷ,8.600 m²,"4,65 tr/m²","Bàu Bàng, Bình Dương",,
"10,5 tỷ","198,4 m²","52,92 tr/m²","Quận 9, Hồ Chí Minh",4,4
"1,85 tỷ",100 m²,"18,5 tr/m²","Hòa Vang, Đà Nẵng",,
"6,29 tỷ",120 m²,"52,42 tr/m²","Cam Ranh, Khánh Hòa",3,4
Giá thỏa thuận,4.424 m²,,"Ba Vì, Hà Nội",,
56 tỷ,140 m²,400 tr/m²,"Tây Hồ, Hà Nội",,
"7,8 tỷ","135,6 m²","57,52 tr/m²","Thủ Đức, Hồ Chí Minh",4,
"6,2 tỷ","114,6 m²","54,1 tr/m²","Bình Tân, Hồ Chí Minh",5,3
4 tỷ,78 m²,"51,28 tr/m²","Bình Chánh, Hồ Chí Minh",2,2
35 tỷ,89 m²,"393,26 tr/m²","Ba Đình, Hà Nội",3,4
554 tỷ,5.540 m²,100 tr/m²,"Quận 2, Hồ Chí Minh",,
"23,8 tỷ",88 m²,"270,46 tr/m²","Cầu Giấy, Hà Nội",,
"7,5 tỷ",100 m²,75 tr/m²,"Bình Thạnh, Hồ Chí Minh",3,2
"8,5 tỷ",1.965 m²,"4,33 tr/m²","Bảo Lộc, Lâm Đồng",2,2
"1,6 tỷ",49 m²,"32,65 tr/m²","Vũng Tàu, Bà Rịa Vũng Tàu",,
9 tỷ,95 m²,"94,74 tr/m²","Hải Châu, Đà Nẵng",5,5
2 tỷ,80 m²,25 tr/m²,"Thủ Dầu Một, Bình Dương",2,2
"4,8 tỷ",78 m²,"61,54 tr/m²","Bắc Từ Liêm, Hà Nội",2,2
"4,95 tỷ",99 m²,50 tr/m²,"Ngũ Hành Sơn, Đà Nẵng",3,2
"1,2 tỷ",120 m²,10 tr/m²,"Nhơn Trạch, Đồng Nai",,
54 tỷ,611 m²,"88,38 tr/m²","Quận 12, Hồ Chí Minh",,
"9,7 tỷ",70 m²,"138,57 tr/m²","Văn Giang, Hưng Yên",7,4
"7,8 tỷ",31 m²,"251,61 tr/m²","Long Biên, Hà Nội",,
38 tỷ,120 m²,"316,67 tr/m²","Hoàng Mai, Hà Nội",4,
12 tỷ,58 m²,"206,9 tr/m²","Quận 5, Hồ Chí Minh",4,4
"7,2 tỷ","51,4 m²","140,08 tr/m²","Quận 6, Hồ Chí Minh",,
15 tỷ,140 m²,"107,14 tr/m²","Nhà Bè, Hồ Chí Minh",4,5
"56,4 tỷ",300 m²,188 tr/m²,"Văn Giang, Hưng Yên",,
Giá thỏa thuận,100 m²,,"Hoài Đức, Hà Nội",,
Giá thỏa thuận,150 m²,,"Cam Ranh, Khánh Hòa",,
"8,7 tỷ","70,3 m²","123,76 tr/m²","Thanh Xuân, Hà Nội",7,4
"5,98 tỷ","40,3 m²","148,39 tr/m²","Long Biên, Hà Nội",4,3
Giá thỏa thuận,"90,6 m²",,"Đan Phượng, Hà Nội",3,2
Giá thỏa thuận,46 m²,,"Hoài Đức, Hà Nội",,
"6,7 tỷ","94,6 m²","70,82 tr/m²","Văn Giang, Hưng Yên",3,2
196 tỷ,15.200 m²,"12,9 tr/m²","Lương Sơn, Hòa Bình",,
"26,5 tỷ",65 m²,"407,69 tr/m²","Hà Đông, Hà Nội",,
11 tỷ,107 m²,"102,8 tr/m²","Quận 10, Hồ Chí Minh",2,2
"3,1 tỷ",96 m²,"32,29 tr/m²","Hạ Long, Quảng Ninh",3,2
"5,5 tỷ","66,2 m²","83,08 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"66,28 tỷ","133,9 m²",495 tr/m²,"Hoàng Mai, Hà Nội",,
"21,05 tỷ",2.400 m²,"8,77 tr/m²","Bến Lức, Long An",,
"1,4 tỷ",90 m²,"15,56 tr/m²","Đức Hòa, Long An",,
"6,81 tỷ",11.368 m²,599 nghìn/m²,"Vạn Ninh, Khánh Hòa",,
"22,5 tỷ",170 m²,"132,35 tr/m²","Hải Châu, Đà Nẵng",,
"21,5 tỷ",2.006 m²,"10,72 tr/m²","Đức Hòa, Long An",,
Giá thỏa thuận,97 m²,,"Thanh Xuân, Hà Nội",3,3
Giá thỏa thuận,72 m²,,"Hoàng Mai, Hà Nội",2,
"3,9 tỷ",54 m²,"72,22 tr/m²","Nam Từ Liêm, Hà Nội",2,
40 tỷ,356 m²,"112,36 tr/m²","Nha Trang, Khánh Hòa",3,3
"2,24 tỷ","69,26 m²","32,34 tr/m²","Hạ Long, Quảng Ninh",3,2
60 tỷ,480 m²,125 tr/m²,"Từ Sơn, Bắc Ninh",,
"1,79 tỷ","597,29 m²",3 tr/m²,"Phú Quốc, Kiên Giang",,
"1,8 tỷ","75,41 m²","23,8 tr/m²","Dĩ An, Bình Dương",3,2
"11,86 tỷ",60 m²,"197,67 tr/m²","Văn Giang, Hưng Yên",6,4
"4,65 tỷ",76 m²,"61,18 tr/m²","Gia Lâm, Hà Nội",3,2
"2,37 tỷ",84 m²,"28,21 tr/m²","Đức Hòa, Long An",4,4
"8,6 tỷ",117 m²,"73,5 tr/m²","Gia Lâm, Hà Nội",3,2
"5,5 tỷ",111 m²,"49,55 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
"33,5 tỷ",250 m²,134 tr/m²,"Quận 2, Hồ Chí Minh",3,3
"2,98 tỷ",119 m²,25 tr/m²,"Quốc Oai, Hà Nội",,
30 tỷ,65 m²,"461,54 tr/m²","Cầu Giấy, Hà Nội",,
Giá thỏa thuận,75 m²,,"Hà Đông, Hà Nội",,
"14,5 tỷ",63 m²,"230,16 tr/m²","Hai Bà Trưng, Hà Nội",13,12
"11,9 tỷ",45 m²,"264,44 tr/m²","Đống Đa, Hà Nội",6,5
3 tỷ,64 m²,"46,88 tr/m²","Nam Từ Liêm, Hà Nội",3,2
"4,8 tỷ",60 m²,80 tr/m²,"Hai Bà Trưng, Hà Nội",2,1
Giá thỏa thuận,100 m²,,"Hà Đông, Hà Nội",6,6
45 tỷ,75 m²,600 tr/m²,"Nam Từ Liêm, Hà Nội",5,4
"13,05 tỷ","652,5 m²",20 tr/m²,"Cần Giờ, Hồ Chí Minh",,
"15,1 tỷ",134 m²,"112,66 tr/m²","Thanh Xuân, Hà Nội",2,
